ITEM_VNUM	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON		
39110	¼¼Æ® Çï¸äµµ¸é	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_DROP | ANTI_PKDROP	ITEM_STACKABLE | ITEM_QUEST	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
39111	¼¼Æ® °©¿Êµµ¸é	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_DROP | ANTI_PKDROP	ITEM_STACKABLE | ITEM_QUEST	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
39112	¼¼Æ® ¹«±âµµ¸é	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_DROP | ANTI_PKDROP	ITEM_STACKABLE | ITEM_QUEST	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0

72064	º¸Á¶Á¦(5%)_¼Ó¼º	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0		
72065	º¸Á¶Á¦(10%)_¼Ó¼º	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	0	0	0	0	0	0		
72066	º¸Á¶Á¦(20%)_¼Ó¼º	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	20	0	0	0	0	0	0	0		
72067	º¸Á¶Á¦(50%)_¼Ó¼º	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	50	0	0	0	0	0	0	0		
72068	º¸Á¶Á¦(100%)_¼Ó¼º	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	50	0	0	0	0	0	0	0		
72346	ÁøÀç°æºñ¼­(gf)	ITEM_USE	USE_CHANGE_ATTRIBUTE2	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100	0	0	0	0	0	0	0	0		
72351	ÁøÀç°æºñ¼­(10%)	ITEM_USE	USE_CHANGE_ATTRIBUTE2	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_SELL | ANTI_PKDROP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	0	0	0	0	0	0	0	0		
25150	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0		
25151	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0		
25152	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0		
25153	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0		
25154	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0		
25155	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0		
25156	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0		
25157	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	0	0	0	0	0	0	0	0		
25158	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9	0	0	0	0	0	0	0	0		
25159	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	0	0	0	0	0	0	0	0		
25160	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	11	0	0	0	0	0	0	0	0		
25161	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	300000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	12	0	0	0	0	0	0	0	0		
25162	???? ?????????	ITEM_QUEST	QUEST_NONE	1	NONE | NONE | ANTI_STACK | NONE | ANTI_SAFEBOX | NONE | NONE		NONE	NONE	1000000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	12	0	0	0	0	0	0	0	0		
115000~115099	ÃÖÇÏ±Þ Àü¼³ÀÇ ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
115100~115199	ÇÏ±Þ Àü¼³ÀÇ ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
115200~115299	Áß±Þ Àü¼³ÀÇ ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
115300~115399	°í±Þ Àü¼³ÀÇ ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
115400~115499	°í±Þ Àü¼³ÀÇ ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
125000~125099	ÃÖÇÏ±Þ Àü¼³ÀÇ È­·æ¼®	ITEM_DS	DS_SLOT2	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
125100~125199	ÇÏ±Þ Àü¼³ÀÇ È­·æ¼®	ITEM_DS	DS_SLOT2	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
125200~125299	Áß±Þ Àü¼³ÀÇ È­·æ¼®	ITEM_DS	DS_SLOT2	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
125300~125399	°í±Þ Àü¼³ÀÇ È­·æ¼®	ITEM_DS	DS_SLOT2	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
125400~125499	°í±Þ Àü¼³ÀÇ È­·æ¼®	ITEM_DS	DS_SLOT2	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
135000~135099	ÃÖÇÏ±Þ Àü¼³ÀÇ Ç³·æ¼®	ITEM_DS	DS_SLOT3	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
135100~135199	ÇÏ±Þ Àü¼³ÀÇ Ç³·æ¼®	ITEM_DS	DS_SLOT3	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
135200~135299	Áß±Þ Àü¼³ÀÇ Ç³·æ¼®	ITEM_DS	DS_SLOT3	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
135300~135399	°í±Þ Àü¼³ÀÇ Ç³·æ¼®	ITEM_DS	DS_SLOT3	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
135400~135499	°í±Þ Àü¼³ÀÇ Ç³·æ¼®	ITEM_DS	DS_SLOT3	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
145000~145099	ÃÖÇÏ±Þ Àü¼³ÀÇ Ã¶·æ¼®	ITEM_DS	DS_SLOT4	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
145100~145199	ÇÏ±Þ Àü¼³ÀÇ Ã¶·æ¼®	ITEM_DS	DS_SLOT4	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
145200~145299	Áß±Þ Àü¼³ÀÇ Ã¶·æ¼®	ITEM_DS	DS_SLOT4	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
145300~145399	°í±Þ Àü¼³ÀÇ Ã¶·æ¼®	ITEM_DS	DS_SLOT4	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
145400~145499	°í±Þ Àü¼³ÀÇ Ã¶·æ¼®	ITEM_DS	DS_SLOT4	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
155000~155099	ÃÖÇÏ±Þ Àü¼³ÀÇ ³ú·æ¼®	ITEM_DS	DS_SLOT5	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
155100~155199	ÇÏ±Þ Àü¼³ÀÇ ³ú·æ¼®	ITEM_DS	DS_SLOT5	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
155200~155299	Áß±Þ Àü¼³ÀÇ ³ú·æ¼®	ITEM_DS	DS_SLOT5	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
155300~155399	°í±Þ Àü¼³ÀÇ ³ú·æ¼®	ITEM_DS	DS_SLOT5	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
155400~155499	°í±Þ Àü¼³ÀÇ ³ú·æ¼®	ITEM_DS	DS_SLOT5	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
165000~165099	ÃÖÇÏ±Þ Àü¼³ÀÇ Èæ·æ¼®	ITEM_DS	DS_SLOT6	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
165100~165199	ÇÏ±Þ Àü¼³ÀÇ Èæ·æ¼®	ITEM_DS	DS_SLOT6	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
165200~165299	Áß±Þ Àü¼³ÀÇ Èæ·æ¼®	ITEM_DS	DS_SLOT6	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
165300~165399	°í±Þ Àü¼³ÀÇ Èæ·æ¼®	ITEM_DS	DS_SLOT6	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
165400~165499	°í±Þ Àü¼³ÀÇ Èæ·æ¼®	ITEM_DS	DS_SLOT6	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6511	Hydra Matriel	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6512	Hydra Matriel	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6513	Hydra Matriel	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54705	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54706	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54707	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54708	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54709	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54710	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54711	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54712	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54713	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54714	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54715	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54716	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
54717	gachabox25	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6880	rarity_items	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	1000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6881	rarity_items	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	4500000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6882	rarity_items	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6883	rarity_items	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
6884	rarity_items	ITEM_QUEST	NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
25163	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	7500000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25164	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	9000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25165	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	15000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25166	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	15000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25167	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	21000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25168	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	21000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25169	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	27000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
25170	»ç½ÅÀÇÁõÇ¥	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	27000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	1	0	0	0	0	0	0		
30753	??	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	27000000	0	0	0	0	LIMIT_NONE	0	LEVEL	90	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
30781	wa2	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE	NONE	27000000	0	0	0	0	LIMIT_NONE	0	LEVEL	90	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
70430	¹ì»ç¿øÃÊ±âÈ­±Ç	ITEM_QUEST	QUEST_NONE	1	ANTI_DROP | ANTI_PKDROP	ITEM_STACKABLE | ITEM_QUEST	NONE	NONE	45000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
