VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
9035	??????	KING	NPC	MELEE	105		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		2	0	0	0	0	0	0	3954	3	1	0	0	94	79	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9750	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9751	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9752	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9753	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9754	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9755	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9756	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9757	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9758	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9759	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9760	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9761	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9762	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9763	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9764	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9765	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9766	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9767	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9768	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9769	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9770	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9771	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9772	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9773	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9774	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9775	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9776	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9777	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9778	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9779	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9780	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9781	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9782	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9783	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9784	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9785	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9786	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9787	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9788	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9789	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9790	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9791	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9792	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9793	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9794	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9795	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9796	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9797	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9798	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9799	zodiac	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	50	300	90000	0	0	13	13	9	300	100	130	100	2000	100	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9800	zodiac	S_PAWN	MONSTER	MELEE	50		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	8500	0	0	0	0	0	300	100	130	100	2000	800	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9801	zodiac	S_PAWN	MONSTER	MELEE	50		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	7500	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9802	zodiac	S_PAWN	MONSTER	MELEE	50		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	10000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9803	zodiac	S_PAWN	MONSTER	MELEE	75		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	20000	0	0	0	0	0	300	100	130	100	2000	250	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9804	zodiac	S_PAWN	MONSTER	MELEE	90		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	38000	0	0	0	0	0	300	100	130	100	2000	250	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9805	zodiac	S_PAWN	MONSTER	MELEE	105		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	65000	0	0	0	0	0	300	100	130	100	2000	250	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9806	zodiac	S_PAWN	MONSTER	MELEE	75		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	16000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9807	zodiac	S_PAWN	MONSTER	MELEE	90		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	40000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9808	zodiac	S_PAWN	MONSTER	MELEE	105		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	70000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9809	zodiac	S_PAWN	MONSTER	MELEE	75		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	18000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9810	zodiac	S_PAWN	MONSTER	MELEE	90		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	50000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9811	zodiac	S_PAWN	MONSTER	MELEE	105		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	85000	0	0	0	0	0	300	100	130	100	2000	175	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9812	zodiac	S_PAWN	MONSTER	MELEE	75		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	22000	0	0	0	0	0	300	100	130	100	2000	250	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9813	zodiac	S_PAWN	MONSTER	MELEE	90		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	45000	0	0	0	0	0	300	100	130	100	2000	250	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
9814	zodiac	S_PAWN	MONSTER	MELEE	105		AGGR,STONESKIN	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	crustacean_soldier2	0	184	70	50	70	200	300	75000	0	0	0	0	0	300	100	130	100	2000	250	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	264	1	263	1	266	1	256	0	0	0	0	0	0	0
