AFF_LOVE_POINT	Body za lásku: %d%%
WIKI_STATICS_INFO	Statistika %s
WIKI_STATICS_INFO_DEFENSES	Obrana:
WIKI_STATICS_INFO_DMG	Min. Dmg:%d | Max. Dmg:%d | Max HP: %d
WIKI_STATICS_INFO_TYPE	Druh: %s | Podrod: %s
WIKI_STATICS_INFO_YNG	Min. Yang:%d | Max. Yang:%d | EXP: %d
WIKI_SYSTEM2	Základní systémy
WIKI_TITLE	Wiki System
WIKI_TITLE2	[H] WikiInfo
WIKI_UNKOWN_ITEM	Neznámá poloka: %d
WIKI_UNKOWN_MOB	Neznámá pøíšera: %d
WIKI_UPGRADE_COSTS	Další poloka
WIKI_WEAPON_SKIN	Kostım Zbranì
WIKI_YANG_COSTS	Yang náklady
YANG_DROP_EVENT	Yang Drop event: %d%%	
YELLOW_KINGDOM	|cFFFDE696Chunjo:|h|r	
YES	Koupit	
cube_1	BRNÌNÍ LV 105
cube_2	BRNÌNÍ LV 115
cube_3	ZBRANÌ LV 105
cube_4	ZBRANÌ LV 115
cube_5	NÁRAMKY
cube_6	ŠERPY
cube_7	OPASKY
cube_8	NÁHRDELNÍKY
cube_9	NÁUŠNICE
cube_10	BOTY
cube_11	HELMY
cube_12	Lektvary 1. tøída
cube_13	Lektvary 1. tøída
cube_14	ROSY
cube_15	Talismany
cube_16	Poehnání a magickı kov
cube_17	Rosy, bohy a draèí pøedmìty
cube_18	Aura Oblek
cube_19	Pet Elixíry
cube_20	Ramadan pøedmìty
cube_21	Zodiac Vybavení Level 105
cube_22	Draèí Vybavení Level 110-120
cube_23	Pøíslušenství
cube_24	Opasek
cube_25	Ostatní
cube_26	Rukavice
cube_27	Fragmenty zbraní
cube_28	Úlomek brnìní
cube_29	Fragment pøilby
cube_30	Zbranì
cube_31	Brnìní
PRIVATESHOPSEARCH_WEAPON_SWORD	Meè
PRIVATESHOPSEARCH_WEAPON_TWOHAND	Obouruèní
PRIVATESHOPSEARCH_WEAPON_DAGGER	Dıka
PRIVATESHOPSEARCH_WEAPON_BOW	Luk
PRIVATESHOPSEARCH_WEAPON_CLAW	Dráp
PRIVATESHOPSEARCH_WEAPON_FAN	Vìjíø
PRIVATESHOPSEARCH_WEAPON_BELL	Zvon
PRIVATESHOPSEARCH_EQUIPMENT	Vybavení
PRIVATESHOPSEARCH_EQUIPMENT_ARMOUR	Brnìní
PRIVATESHOPSEARCH_EQUIPMENT_SHIELD	Štít
PRIVATESHOPSEARCH_EQUIPMENT_EARRINGS	Náušnice
PRIVATESHOPSEARCH_EQUIPMENT_NECKLACES	Náhrdelníky
PRIVATESHOPSEARCH_EQUIPMENT_BRACELETS	Náramky
PRIVATESHOPSEARCH_EQUIPMENT_SHOES	Boty
PRIVATESHOPSEARCH_EQUIPMENT_BELTS	Pás
PRIVATESHOPSEARCH_EQUIPMENT_HELMETS	Pøilby
PRIVATESHOPSEARCH_EQUIPMENT_TALISMAN	Talisman
PRIVATESHOPSEARCH_COSTUMES	Kostımy
PRIVATESHOPSEARCH_COSTUMES_BODY	Kostım Tìlo
PRIVATESHOPSEARCH_COSTUMES_HAIR	Kostım Vlasy
PRIVATESHOPSEARCH_COSTUMES_WEAPON_SKIN	Kostımová zbraò
PRIVATESHOPSEARCH_COSTUMES_SHOULDER_SASHES	Ramenní pásky
PRIVATESHOPSEARCH_DRAGONSOULALCHEMY_DRAGON_BEANS	Draèí fazole
PRIVATESHOPSEARCH_CONSUMABLES	Spotøební materiál
PRIVATESHOPSEARCH_CONSUMABLES_DEWS	Rosy
PRIVATESHOPSEARCH_CONSUMABLES_HERBS	Bylinky
PRIVATESHOPSEARCH_BOOKS_SKILLBOOK	Knihy dovedností
PRIVATESHOPSEARCH_BOOKS_OTHERBOOK	Ostatní knihy
PRIVATESHOPSEARCH_BOOKS_WARDBOOK	Ward Books
PRIVATESHOPSEARCH_BOOKS_BOOSTBOOK	Knihy Boost
PRIVATESHOPSEARCH_BOOKS_PETBOOK	Knihy o domácích mazlíècích
PRIVATESHOPSEARCH_BOOKS_LOWPETBOOKS	Nízké knihy o domácích mazlíècích
PRIVATESHOPSEARCH_OTHERITEMS_REFINEMENT	Zpøesòující poloky
PRIVATESHOPSEARCH_OTHERITEMS_BIOLOGIST	Poloky pro biology
PRIVATESHOPSEARCH_OTHERITEMS_QUEST	Pøedmìty úkolù
PRIVATESHOPSEARCH_OTHERITEMS_ENERGY_SHARDS	Energetické støepy
PRIVATESHOPSEARCH_OTHERITEMS_CHESTS	Truhly
PRIVATESHOPSEARCH_HELPFULLITEMS	Uiteèné poloky
PRIVATESHOPSEARCH_HELPFULLITEMS_ENCHANT_ITEM	Okouzlení pøedmìtù
PRIVATESHOPSEARCH_HELPFULLITEMS_OTHER_SWITCHERS	Ostatní pøepínaèe
PRIVATESHOPSEARCH_HELPFULLITEMS_ADVANCED_ITEMS	Pokroèilé poloky
PRIVATESHOPSEARCH_HELPFULLITEMS_METIN_STONE	Kámen duchù
PRIVATESHOPSEARCH_HELPFULLITEMS_RINGS	Prsteny
PRIVATESHOPSEARCH_ORES	Rudy
PRIVATESHOPSEARCH_ORES_ORE	Ruda
PRIVATESHOPSEARCH_ORES_REFINED_ORE	Zušlechtìná ruda
PRIVATESHOPSEARCH_ORES_REFINED_ORE2	Zušlechtìná ruda+
PRIVATESHOPSEARCH_PETS_NICKNAME_SCROLL	Svitky se jmény domácích mazlíèkù
PRIVATESHOPSEARCH_PETS_PETS	Domácí zvíøata
PRIVATESHOPSEARCH_MOUNTS	Mount
PRIVATESHOPSEARCH_PETS_NEWPETS	Pet System Domácí mazlíèci
SHOPSEARCHCENTERTEXT	Nejprve vyhledat poloku
SHOPSEARCH_NEED_WAIT	Jsi tak rychlı. Musíš pár vteøin poèkat.
SHOPSEARCH_NEED_LIST	Ve vyhledávání nevybíráte ádnou poloku.
SHOPSEARCH_NOT_ENOUGH_MONEY	Nemáte dostatek penìz na tyto poloky.!
SHOPSEARCH_CLASS	Tøída
SHOPSEARCH_PRICE	Cena
SHOPSEARCH_OBJECTS	Objekty
SHOPSEARCH_FILTERS	Úroveò - Úroveò poloky
SHOPSEARCH_SEARCH_TEXT	HLEDAT POLOKU
SHOPSEARCH_SEARCH_BTN	Vyhledávání
SHOPSEARCH_BUY_BTN	Koupit vybrané poloky
SHOPSEARCH_ALL_CLASS	Všechny tøídy
CREATE_SEX	Pohlaví
CREATE_MAN	Mu
CREATE_WOMAN	ena
REFINEMENT_GRADE	Stupeò zušlechtìní
ALCHEMY_CLASS	Tøída alchymie
PRICE01	Cena:
PRICE02	Cena: x%d
PRIVATESHOPSEARCH_AllITEMS	Všechny poloky
PRIVATESHOPSEARCH_EQUIPMENT_RINGS	Prsteny
PRIVATESHOPSEARCH_EQUIPMENT_PENDANT	Talismany
SHOPSEARCH_BUY_QUESTION	%d vybraná poloka. Celkem %s Yang.
CHEST_TOOLTIP_TEXT_OPEN	Otevøít vše
TOOLTIP_RENDER_TARGET	|Eemoji/key_shift|e - |Eemoji/key_x|e - |Eemoji/key_lclick|e - Náhled
RENDER_MOVE_TEXT	Pøesun - |Eemoji/key_right_new|e
RENDER_WHEEL_TEXT	Pøiblíení - |Eemoji/key_wheel|e
APP_MINI_TITLE	Test Server
DISCORD_STUF_MESSAGE	Šepot z %s
OPTION_SPECIAL_MESSAGE	Zpráva systému
DISCORD_TEXT_TITLE	Zpráva na serveru Discord
DISCORD_TEXT_TEXT	Vítejte na našem serveru. Pøišli jste na náš server Discord? Kliknìte pro odkaz...
COSTUME_SLOT_MOUNT_SKIN	Vzhled mounta
BEAD_COUNT	%d
CZ_REWARD_QUESTION_COMPLETE	Chceš pouít toto místo?
CZ_REWARD_TOOLTIP_10GAN	Insignie Zvìrokruhu
CZ_REWARD_TOOLTIP_10GAN_COUNT	Poèet v inventáøi
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	Poadované mnoství
CZ_REWARD_TOOLTIP_12ZI	Insignie Stráce
CZ_REWARD_TOOLTIP_12ZI_COUNT	Poèet v inventáøi
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	Poadované mnoství
CZ_REWARD_TOOLTIP_ALL_BOX	Astrální poklad
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	Klikni zde a seber Astrální poklad jako odmìnu.
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	Klikni zde a seber Poklad aventurinu jako odmìnu.
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	Klikni zde a seber Poklad aureolinujako odmìnu.
CZ_REWARD_TOOLTIP_COMPLETABLE	Proplatit
CZ_REWARD_TOOLTIP_GREEN_BOX	Poklad aventurinu
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Proplacené Poklady aventurinu: %d
CZ_REWARD_TOOLTIP_WEEKLY	Den
CZ_REWARD_TOOLTIP_WEEKLY_FRI	Pátek
CZ_REWARD_TOOLTIP_WEEKLY_MON	Pondìlí
CZ_REWARD_TOOLTIP_WEEKLY_SAT	Sobota
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	Sobota/Nedìle
CZ_REWARD_TOOLTIP_WEEKLY_THU	Ètvrtek
CZ_REWARD_TOOLTIP_WEEKLY_TUE	Úterı
CZ_REWARD_TOOLTIP_WEEKLY_WED	Støeda
CZ_REWARD_TOOLTIP_YELLOW_BOX	Poklad aureolinu
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Proplacené Poklady aureolinu: %d
BEAD	Animasféra
SHOP_NOT_ENOUGH_LUCKY	Ji nemáte právo jej koupit.
NEW_AFFECT_AUTO_PICK_UP	Vliv automatického vyzvednutí.	SNA
SWITCHBOT_ACTIVE	Váš systém je právì oèarován, bude pokraèovat, dokud bot oèarování nedosáhne zadané hodnoty nebo dokud jej nezastavíte.
TRACK_OPEN_SHOP	Otevøít obchod
TRACK_DUNGEON_INFORMATION	Dungeon#Informace
TRACK_BOSS_INFORMATION	World Boss#Informace
TRACK_DUNGEON_NOTICE_INFORMATION	Upozornit a bude k dispozici Dungeon.
TRACK_BOSS_NOTICE_INFORMATION	Upozornit a bude k dispozici World Boss.
TRACK_DUNGEON_LEVEL_FIELD	Level: %d - %d
TRACK_BOSS_LEVEL_FIELD	Doporuèená úroveò: %d - %d
TRACK_DUNGEON_PARTY_FIELD	Skupina: %s
TRACK_BOSS_PARTY_FIELD	Boss Cooldown: %s
TRACK_DUNGEON_PARTY_NEED	Potøebné
TRACK_DUNGEON_PARTY_NOT_NEED	Není nutné
TRACK_DUNGEON_COOLDOWN_FIELD	Dungeon Cooldown: %s
TRACK_BOSS_COOLDOWN_FIELD	Map: %s
TRACK_STATUS_FIELD	Status: %s
TRACK_STATUS_AVAILABLE	Dostupné
TRACK_STATUS_ALIVE	ivì    CH%d
TRACK_DUNGEON_KEY	Klíè k dungeonu
TRACK_TELEPORT	Teleport
TRACK_WINDOW_TITLE	[F5] Dungeon
TRACK_DUNGEON_READY	[Dungeon] %s je k dispozici!
TRACK_BOSS_READY	[WorldBoss] %s je k dispozici!
TRACK_WB_1	General Wu
TRACK_WB_1_MAP	Zodiac Temple
TRACK_WB_2	General You
TRACK_WB_3	General Chou
TRACK_WB_4	General Xu
TRACK_WB_5	General Chen
TRACK_WB_6	Dune Guardian
TRACK_WB_6_MAP	Mount Odyssey
FISHGAME_TITLE	Rybaøení
EXCHANGELOG_TITLE	Protokoly vımìny
EXCHANGELOG_OWNERNAME	Jméno vlastníka
EXCHANGELOG_TARGETNAME	Název cíle
EXCHANGELOG_GOLDTRADED	Obchodované zlato
EXCHANGELOG_DATE	Datum
EXCHANGELOG_IP	IP
EXCHANGELOG_CONTENT	Obsah
EXCHANGELOG_DELETESELECTED	Odstranit vybrané
EXCHANGELOG_DELETEALL	Smazat vše
EXCHANGELOG_CHANGEPASS	Zmìna hesla
EXCHANGELOG_FAKETITLE	%s na %s
EXCHANGELOG_LOADING	Naèítání
EXCHANGELOG_INPUTTITLE	Odstranit protokol
EXCHANGELOG_INPUTDESC	Vlote hodnotu vymazání znaku
EXCHANGELOG_INPUT_NOT_NUMBER	Uveïte prosím èíslo
EXCHANGELOG_INPUT_NOT_ENOUGHT_SIZE	Uveïte prosím skuteènou hodnotu znaku pro smazání
EXCHANGELOG_INPUT_NOT_SAME_CODE	Tato hodnota je chybná
EXCHANGELOG_INPUT_NOT_HAS_LOG	Není tøeba protokol odstranit.
GAYA_BUY	Chcete koupit {} za {} gaya?
GAYA_BOUGHT	U jste koupili!
GAYA_OPEN_SLOT	Chcete volnı slot?
GAYA_NO_GEM	Nemáš dost Gaya!
GAYA_REFRESH	Chcete obnovit poloky?
NEW_AFFECT_VOTE4BUFF	Vote4Buff	SNA
MINI_GAME_RUMI_DISCARD_QUESTION	Chceš znièit tuto kartu?
MINI_GAME_RUMI_EXIT_QUESTION	Chceš ukonèit hru?
MINI_GAME_RUMI_EXIT_QUESTION2	Obdríš odmìnu podle poètu nahranıch bodù.
MINI_GAME_RUMI_START_QUESTION	Potøebuješ %d Yangù a %d sad pro hraní.
MINI_GAME_RUMI_START_QUESTION2	Chceš hrát?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Pokud vsadíš více %s, bude ti odmìnou ten samı poèet truhel.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Maximální sázka: %d Královskıch kolekcí.
MINI_GAME_CATCHKING_HELP_MSG1	To je škoda! Hodnota tvé karty je niší.
MINI_GAME_CATCHKING_HELP_MSG2	Dobrá práce! Karty mají stejnou hodnotu.
MINI_GAME_CATCHKING_HELP_MSG3	Jen pokraèuj! Tvoje karta má vyšší hodnotu.
MINI_GAME_CATCHKING_HELP_MSG4	V otoèenıch kartách bylo [5].
MMINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Král vám unikl! Hra skonèila. \nPokud jste získali alespoò 10 bodù, mùete si nyní vyzvednout své ceny.
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Král vám unikl! Hra skonèila. \nPokud jste získali alespoò 10 bodù, mùete si nyní vyzvednout své ceny.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Nemùeš si vybrat ádnou cenu.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Blízko je [5].
MINI_GAME_CATCHKING_START_QUESTION	Za hru zaplatíš: %s Yangù a %s: %dx
MINI_GAME_CATCHKING_START_QUESTION2	Chceš hrát nyní?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Mùeš získat následující kartu: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Mùeš získat následující karty: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Mùeš získat následující karty: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Mùeš získat následující karty: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Mùeš získat následující karty: [1], [2], [3], [4], [5]\nPokud další [5] bude sousedit s odhalenou kartou,\ntvùj tah konèí a nezískáš ádné body.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Mùeš získat následující kartu: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 a více:
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 a 549:
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 a 399:
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Pokud otoèíš všechny karty v øádce, získáš bonus 10 bodù.
CARD_EVENT	Okey Kard Event
CATCH_KING_EVENT	Chyte krále Event
TREASURE_KEY	Klíèe Truhel Event
MISSION_STATUS_COUNT	|cffF6A800|Eemoji/e_wiki|e Status:|r %d/%d
MISSION_TYPE_NAME	|cffF6A800|Eemoji/e_wiki|e Typ:|r %s
MISSION_TYPE_ALL_MONSTER	Všechna monstra
MISSION_TYPE_ALL_METIN	Všechny metiny
MISSION_TYPE_ALL_BOSS	Všechny Krále a boss
MISSION_TYPE_LEVELRANGE	 (+-%d Level)
MISSION_TYPE_SPECIAL	|cffF6A800|Eemoji/e_wiki|e Typ:|r %s
MISSION_EXP	|cffF6A800|Eemoji/e_wiki|e EXP:|r %s ~ %s
MISSION_GOLD	|cffF6A800|Eemoji/e_wiki|e Zlato:|r %s ~ %s
MISSION_LEFTTIME	|cffF6A800|Eemoji/e_wiki|e Zbylı èas:|r %s
MISSION_DELETE_TEXT	Chcete odstranit misi?
MISSION_REWARD_TEXT	Chcete získat odmìnu?
MISSION_END_TIME	|cffF6A800|Eemoji/e_wiki|e Èas konce:|r %s
MISSION_REWARD_TITLE	|cffF6A800Odmìna:|r
BEGGINER_EVENT	Událost pro zaèáteèníky
LOCK_BONUS	Bonus: %d (kliknutí pravım tlaèítkem)
LOCK_BONUS2	Vyberte bonus (kliknìte pravım tlaèítkem)
COPY_ITEM	Bonus:
COPY_ITEM1	Kliknutím pravım tlaèítkem smaete bonus
COPY_ITEM2	(Prázdnı)
COPY_ITEM3	Meè
COPY_ITEM4	Dıky
COPY_ITEM5	Luk
COPY_ITEM6	Dvojruè
COPY_ITEM7	Zvon
COPY_ITEM8	Vìjíø
COPY_ITEM9	Brnìní
COPY_ITEM10	Helmy
COPY_ITEM11	Štít
COPY_ITEM12	Náramky
COPY_ITEM13	Boty
COPY_ITEM14	Náhrdelníky
COPY_ITEM15	Náušnice
COPY_ITEM16	Kostımy
COPY_ITEM17	Úèes
COPY_ITEM18	Mount
COPY_ITEM19	Šerpa
COPY_ITEM20	Kostım Zbranì
COPY_ITEM21	Kostım Šerpy
COPY_ITEM22	Pet
COPY_ITEM23	Kostım Mounta
COPY_ITEM24	Kostım Pet
NEW_AFFECT_BRAVE_CAPE	Pláš odvahy	SNA
AUTO_TOOLTIP_CLEAR	Reset
AUTO_TOOLTIP_LINE1	Schopnosti: zvol si schopnosti pro boj a pøetáhni je na pozice. (Prémium)
AUTO_TOOLTIP_LINE2	Tip: pod kadou schopností mùeš zmìnit její aktivaèní dobu (v sekundách).
AUTO_TOOLTIP_LINE3	Lektvary: zvol si lektvary pro boj a pøetáhni je na pozice. (Prémium)
AUTO_TOOLTIP_LINE4	Tip: ZB a MB lektvary budou aktivovány jakmile úroveò spadne pod % hodnotu zobrazenou pod kadım lektvarem.
AUTO_TOOLTIP_LINE5	Poznámka: automatické pouívání dovedností, lektvarù a oivení lze aktivovat v obchodì s pøedmìty.
AUTO_TOOLTIP_TITLE	Pomoc pøi automatickém lovu
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Automatickı lov	SNA
YENILE_BUTTON_TITLE	Objednat inventáø
YENILE_BUTTON	|Eemoji/key_lclick|e - Jméno
YENILE_BUTTON2	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Level
YENILE_BUTTON3	|Eemoji/key_alt|e + |Eemoji/key_lclick|e - Tøídìní
SWITCHBOT_ALTERNATIVE	Alternativy:
OXEVENT_MANAGER_LOGIN_PASSWORD	Zadejte heslo:
OXEVENT_MANAGER_LOGIN_CONNECT	Pøihlášení
OXEVENT_MANAGER_LOGIN_CANCEL	Zavøít
OXEVENT_MANAGER_LOGIN_TITLENAME	GM: OX Event Správa
OXEVENT_MANAGER_BTN_LOGIN	Zkuste se pøipojit ke správci událostí...
OXEVENT_MANAGER_BTN_REWARD	Poskytnìte odmìnu
OXEVENT_MANAGER_BTN_CLEAR	Vymazat
OXEVENT_MANAGER_HORIZONTALBAR_TEXT	Nabízí pro úèastníky cenu.
OXEVENT_MANAGER_NAME_ITEM	Název poloky:
OXEVENT_MANAGER_COUNT	Poèet:
OXEVENT_MANAGER_QUEST_OPEN_GATES	Chcete nyní zahájit vıbìrové øízení?
OXEVENT_MANAGER_QUEST_CLOSE_GATES	Urèitì chcete zavøít brány?
OXEVENT_MANAGER_QUEST_FINISH_EVENT	Chcete dokonèit soutì a získat vítìze?
OXEVENT_MANAGER_QUEST_GIVE_REWARD	Èíslo poloky: [%s] - Jméno: [%s] - Poèet: [%s]
OXEVENT_MANAGER_QUEST_RUN_QUIZ	Chcete poloit otázku?
OXEVENT_MANAGER_QUEST_FORCE_CLOSE	Jsi si jistı? chceš to vùbec udìlat?
OXEVENT_MANAGER_QUEST_CLEAR_REWARD	Vymazat odmìny za nastavení z okna?
OXEVENT_MANAGER_TITLENAME	GM: Panelová soutì OX
OXEVENT_MANAGER_USER_TEXT	Celkovı poèet poètáøù (úèastníkù/pozorovatelù):
OXEVENT_MANAGER_USER_COUNT	|cFFffe700%d / %d
OXEVENT_TOOLTIP_EMPTY	PRÁZDNİ
OXEVENT_TOOLTIP_NAME	Název postavy: %s
OXEVENT_TOOLTIP_LEVEL	Level: %s
OXEVENT_TOOLTIP_GUILD	Název cechu: %s
OXEVENT_TOOLTIP_EMPIRE	Øíše: %s
OXEVENT_TOOLTIP_DATE	Datum vítìze: %s
OXEVENT_TOOLTIP_ANSWERS	Celkovı poèet správnıch odpovìdí: %s
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Zrušit
MOVE_CHANNEL_NOTICE	Jsi pøipojen na kanál %d.
MOVE_CHANNEL_NOT_MOVE	Nemùeš zmìnit kanál.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Kanály
MOVE_CHANNEL_TIP	|cfff4b624TIP: |cffffffffUse /cch #
ADMIN_MANAGER_TITLE_NAME	Admin: Ban Tool
ADMIN_MANAGER_REASON	Dùvod:
ADMIN_MANAGER_REASON_TYPE	Typ dùvodu.
ADMIN_MANAGER_DAY	Den
ADMIN_MANAGER_HOUR	Hod.
ADMIN_MANAGER_MINUTE	Min(s)
ADMIN_MANAGER_USERNAME	Uivatelské jméno:
ADMIN_MANAGER_BAN	OK
ADMIN_MANAGER_BAN_TYPE_1	Permanentnì
ADMIN_MANAGER_BAN_TYPE_2	IP
ADMIN_MANAGER_BAN_TYPE_3	S odstupem èasu
ADMIN_MANAGER_BAN_TYPE_DESCRIPTION_1	Trvalé zablokování úètu.
ADMIN_MANAGER_BAN_TYPE_DESCRIPTION_2	Zablokujte všechny jeho úèty ip.
ADMIN_MANAGER_BAN_TYPE_DESCRIPTION_3	Blokování úètu podle èasu.
CHANNEL_SELECT_CHANNEL	Zvol si kanál
CHANNEL_SELECT_REGION	Zvolit místo na vystavení úètenky
CHANNEL_SELECT_SERVER	Zvolit server
CHANNEL_STATUS_BUSY	Zaneprázdnìnı
CHANNEL_STATUS_FULL	Plnı
CHANNEL_STATUS_OFFLINE	Neznámı
CHANNEL_STATUS_RECOMMENDED	Doporuèeno
CHANNEL_STATUS_VACANT	Nízké
CHANNEL_TEST_SERVER	Vyzkoušet server
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
SERVER_NOTIFY_CLOSED	Uzavøenı server: mohou vstoupit pouze úèty vytvoøené pøed uzavøením serveru.
SERVER_STATUS_CLOSE	UZAVØENO
SERVER_STATUS_NEW	NOVÉ
SERVER_STATUS_SPECIAL	SPECIÁLNÍ
SERVER_STATUS_STANDBY	UZAVØENO
LOGIN_ERROR_VERSION_NUMBER	Systém zjistil, e pouíváte zastaralou verzi.
MAINTENANCE_DESCRIPTION	|cffffdeadÚdrba v: [ %s ]|r - |cffffffffOdhadovanı èas: [ %s ]|r
AURA_BOOST_DRAIN_PER	Bonusovı absorpèní pomìr +%d%%
AURA_DRAIN_PER	Absorpèní pomìr: %.1f%%
AURA_DRAIN_BOOST_PER	Absorpèní pomìr: %.1f%% (+%d%%)
AURA_EVOLUTION_GOLD	[Aura] Nedostatek Yangù pro vıvoj.
AURA_IMPOSSIBLE_ABSORBITEM	[Aura] Pøenesenı pøedmìt nelze pouít.
AURA_IMPOSSIBLE_EQUIPITEM	[Aura] Pouívané pøedmìty nemohou bıt pøeneseny.
AURA_IMPOSSIBLE_EVOLUTION_ITEM	[Aura] Nelze vyvinout.
AURA_IMPOSSIBLE_EVOLUTION_ITEMCOUNT	[Aura] Aktuální poèet pøedmìtù není pro vıvoj dostaèující.
AURA_IMPOSSIBLE_GROWTHITEM	[Aura] Nelze vylepšit.
AURA_IMPOSSIBLE_GROWTHITEM2	[Aura] Musíte vloit potøebnı materiál.
AURA_IMPOSSIBLE_REFINEITEM	[Aura] Lze pouít Kostım s aurou, štít, náhrdelník, náušnice a náramek.
AURA_IMPOSSIBLE_REFINEITEM2	[Aura] Lze pouít Kostım s aurou, štít, náhrdelník, náušnice a náramek.
AURA_IMPOSSIBLE_SEALITEM	[Aura] Pøedmìty s duševním poutem nelze pøenést.
AURA_ITEM_NEED_REGISTER	[Aura] Pøedmìty musí bıt vloeny.
AURA_LEVEL_STEP	Úroveò %d (stupeò %d)
AURA_MAX_LEVEL	[Aura] Kostım s aurou získal maximální úroveò.
AURA_NOTICE_DEL_ABSORDITEM	[Aura] Pøenesenı pøedmìt bude znièen.
AURA_OPEN_OTHER_WINDOW	Toto nemùeš udìlat, pokud je otevøené okno vylepšování, evoluce anebo pøenosu vlastností.
AURA_POSSIBLE_AURAITEM	[Aura] Lze pouít pouze Kostım s aurou.
AURA_POSSIBLE_AURARESOURCE	[Aura] Lze pouít pouze Ledovou runu s aurou a Ohnivou runu s aurou.
AURA_POSSIBLE_REGISTER_AURAITEM	[Aura] Kostım s aurou musí bıt vloen první.
AURA_TITLE_ABSORB	Pøenést hodnoty do Kostımu s aurou
AURA_TITLE_EVOLUTION	Vyvinout Kostım s aurou
AURA_TITLE_GROWTH	Vylepšit Kostım s aurou
AURA_TOOLTIP_EVOLUTION_PER	Šance: %d%%
AURA_TOOLTIP_EXP	EXP (%d%% / 100%%)
AURA_TOOLTIP_LEVEL	Úroveò %d (stupeò %d) (Absorpèní pomìr: %.1f%%)
AURA_TOOLTIP_NEED_YANG	%s Yang
AURA_TOOLTIP_NEXT	Nové
AURA_TOOLTIP_NOW	Aktuální
AURA_TOOLTIP_RESOURCE	Spotøební pøedmìty
AURA_TOOLTIP_RESOURCE_ITEM	%s * %d
NOTLVL_ITEMDESTROY_ITEM_FRAG	Nemáte dostateènou úroveò pro generování fragmentù energie.
NOT_ITEMDESTROY_ITEM_FRAG	Pøedmìt potøebnı ke generování energetickıch fragmentù nemá správnou úroveò.
NOTLVL_ITEMDESTROY_ITEM_AURA	Nemáte dostateènou úroveò pro generování Aura Ice Rune.
NOT_ITEMDESTROY_ITEM_AURA	Pøedmìt potøebnı ke generování Aura Ice Rune nemá správnou úroveò.
NOT_ITEMDESTROY_ITEM_LVL	Pøedmìt nemá správnou úroveò pro provedení této akce.
ITEM_NEVER_DESTROY_FORLIST	Tento pøedmìt nelze znièit.
REFINE_COST_UPGRADE	[i] Cena Zlepšení
REFINE_CURRENT_ITEM	[i] Aktuální Pøedmìt
REFINE_NEXT_ITEM	[i] Další Pøedmìt
REFINE_NEED_ITEMS	[i] Poadovanı Pøedmìt
REFINE_CURRENT_PERCENTAGE	[i] Aktualni procento: %d%%
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_RARITY_WARNING	Tato poloka mùe pøi rafinaci selhat.
REFINE_RARITY_WARNING_WITH_BONUS_PERCENT_1	Tato poloka zvıší pravdìpodobnost zlepšení.
REFINE_RARITY_WARNING_WITH_BONUS_PERCENT_2	Tím se pravdìpodobnost zlepšení nezvıší. Pøejete si pokraèovat?
REFINE_RARITY_DOWN_GRADE_WARNING	Pokud se to nepodaøí, pøedmìt se opìt stane vzácností. Pøejete si pokraèovat?
REFINE_RARITY_NOT_GRADE_WARNING	Pokud se to nepodaøí, pøedmìt si zachová stejnou vzácnost. Chcete pokraèovat?
PRIVATESHOP_SEARCH_REQ_NAME	[Hledat v obchodì] Zadejte název objektu, kterı chcete vyhledat...
NIGHTMARE	Noèní mùra
MAGICTROLL	Magickı troll
SERPENT_QUEEN	Hadí královna
ALASTOR	Alastor
